2330,7828,7769,3044,1560,8422,2345,5439,2383,3227,3479,2882,6669,2059,3665,1580,6462,2211,6139,8044,3653,6285,1563,661,2360,6187,6451,3363,2454,2881,3231,1319,2382,1795,6472,881,757,926,3661,8054,4968,2233
1994/9/5,2025/5/8,2024/10/31,2002/8/26,2005/1/31,2011/10/5,1995/11/15,2000/6/26,1998/11/27,2006/5/4,2010/6/8,2001/12/31,2019/3/27,2008/6/25,2011/4/21,2007/12/10,2015/12/23,2021/4/12,2003/8/25,2005/1/24,2009/11/18,2003/9/22,2024/5/13,2016/6/1,1996/12/21,2002/9/27,2015/1/26,2011/2/25,2001/7/23,2001/12/19,2003/8/19,1994/12/12,1999/1/8,2019/12/16,2023/12/19,2007/12/13,2018/11/27,2023/5/26,2014/10/28,2004/11/8,2015/11/13,2019/9/17
