date,2330,2233,4968,8054,3661,2247,7828,7769,3044,1560,8422,2345,5439,2383,3227,3479,2882,6669,2059,3665,1580,6462,2211,6139,3653,1563,0661,2360,6187,6451,3363,2454,2881,3231,1319,2382,1795,6472,0881,0757,0926,0050,B55,D21,X1,X2
2010-01-05,-0.006182431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014252028,0.010256551,0.0,-0.006430857,-0.0385723,-0.010471314,-0.031454955,-0.065468932,-0.00168205,0.0,-0.01997213,0.0,0.0,0.0,0.0,-0.040872606,-0.02801303,0.0,0.0,-0.029768299,-0.032789823,0.0,0.0,0.001762115,0.006357293,0.011317847,-0.040462848,-0.007283353,0.0,0.0,0.0,0.0,0.0,0.0,-0.005460353655200001,-0.0056284583846,-0.015651233325,-0.008458780557500002
2010-01-06,0.006182431,0.0,0.0,-0.018992463,0.00157226,-4.01e-05,0.016547661,0.003906174,-0.024214253,0.005089095,7.16e-05,-0.006472548,0.011173375,0.004201719,-0.017062026,-0.021506205,0.016694886,0.001075691,0.008608372,0.030760988,0.0,7.74e-05,0.000276433,-0.016571386,0.005665735,-0.001271644,0.000230708,0.004307296,-0.024748114,-4.5e-05,0.0,0.012248622,0.031194046,0.053220652,0.010714361,0.014514042,-0.00178136,0.00023553,-1.01e-05,0.000587702,0.000134848,0.01841348,0.0021586611315000006,-0.0005406437179999998,0.003249325169999999,0.004715425532999999
2010-01-07,-0.010844491,0.000398773,0.000417094,0.011730266,0.02262647,0.005952621,0.007138025,0.036379572,0.009756175,0.007585346,0.00262568,-0.003252019,-0.019636016,-0.023330924,-0.023211872,-0.010929059,-0.009983509,0.019826998,-0.008608372,-0.004336834,-0.003081625,0.01450112,0.009864747,0.015306395,-0.046251019,0.006712085,0.011981131,-0.026126351,-0.004566246,0.020295244,0.0,-0.024649135,-0.016099472,-0.007651152,-0.003558741,-0.008683108,0.002031447,0.010541552,0.017775192,0.017820938,0.010065127,-0.00260978,0.0031077221199,0.008814801399899997,-0.008754512994499999,-0.0015146886754999992
2010-01-08,-0.003120081,0.014571825,0.02040617,-0.02658938,-0.001416316,-0.000883435,0.017860293,-0.000733658,0.0,0.032220854,-0.000287072,-0.009820063,0.00564977,0.014909802,-0.001958866,-0.011049847,0.009983509,-0.001582484,-0.002886008,0.01009032,-0.00930248,-0.00196229,-0.001075691,-0.02304846,-0.008915363,-0.002396461,-0.001428362,0.007326043,-0.027844054,-0.002931071,0.0,-0.019802627,0.00498136,0.003067566,0.021164838,-0.004370043,-0.00083491,-0.0012184,-0.002529904,-0.001853148,-0.001265772,0.006079011,-0.0009877900977999998,-0.0028081036575999994,-0.0007861331205,-0.003593569342999999
2010-01-11,0.00778214,-0.001605129,-0.002418558,0.014859114,0.008529236,0.001930112,0.013470059,0.014677532,0.065751378,0.042966013,0.000910359,-0.00660065,0.019526405,0.025053517,0.009756176,0.004434615,-0.008312615,0.007266934,-0.02339288,0.00429353,0.004662067,0.004832837,0.003432554,0.015424548,-0.030305352,0.001354892,0.004101323,-0.011747608,0.022106792,0.006674439,0.0,0.014440684,-0.006230578,0.003058057,-0.017606098,0.011611204,0.000335657,0.00363,0.005860305,0.006274817,0.0034,0.00259407,0.0069170355414999996,0.0054457641458,0.006585025901999999,0.0011966408999999998
2010-01-12,-0.014051785,0.005071204,0.007019758,0.017544265,0.004541727,0.000799655,0.015237815,0.008508773,0.053109825,-0.021252205,0.00042901,0.009884708,0.005509692,-0.006204803,-0.009756176,-0.002214905,0.0,0.003717738,0.014684555,-0.008605575,-0.004662067,0.00210587,0.001622102,0.025190248,0.024317313,-0.000151943,0.001881353,0.004421565,-0.024462448,0.002822873,0.0,0.0,-0.006269606,0.006088329,-0.003558741,0.001441947,0.000746393,0.001682372,0.00249482,0.003014267,0.001528716,-0.005194886,7.299554999999992e-05,0.003996006022899999,0.0027503284445,0.0017907624734999992
2010-01-13,-0.012658381,0.002391815,0.003235043,0.0,-0.004377757,-0.001717339,0.019155452,-0.005338942,-0.013015373,-0.016847594,-0.000641605,-0.006578937,0.016349074,-0.012526267,-0.009852293,0.019759197,-0.020236779,-0.004215656,0.0,-0.024792091,0.001556516,-0.003981503,-0.002413355,-0.017566336,-0.024317313,-0.003508996,-0.003070191,-0.013323685,-0.033576353,-0.005790625,0.0,-0.01991016,-0.024189605,-0.03081908,0.008873177,-0.010137741,0.000919549,-0.002656927,-0.005025691,-0.004270515,-0.002651481,-0.014866877,-0.0072809972036999996,-0.0050747920166,-0.010257771387499998,-0.009366958282499999
2010-01-14,0.006349259,-0.003588889,-0.005228034,-0.007272759,-0.015467707,-0.004824394,0.023956945,-0.022652582,-0.008771986,0.066887049,-0.001961071,0.0,0.0,0.041158039,0.001978238,-0.010929059,0.005097695,-0.014068605,0.002911207,0.020461517,0.024578795,-0.011526087,-0.007403326,0.003790308,0.065499599,-0.007656945,-0.009199226,0.023565146,0.0,-0.016496436,-0.243589342,0.046436914,0.003858558,0.015528252,-0.007092183,0.025863554,-0.002599475,-0.008024437,-0.014361516,-0.013311312,-0.007821267,0.012259365,0.0015010840242000003,-0.0157592562933,0.0008847628335000013,-0.0055909805314999965
2010-01-15,0.004735589,-0.011000381,-0.015745101,0.004370043,0.015595954,0.003941466,0.010312081,0.025577047,0.004395616,0.066947629,0.001767567,-0.006622575,0.002699047,-0.010131769,-0.001978238,-0.044951387,0.0,0.01356068,0.008683126,0.010075796,-0.016832832,0.00967404,0.006650747,0.001260208,0.042319431,0.004034514,0.008045221,0.004357344,0.007290404,0.01350152,-0.003651761,0.019015266,0.006398004,0.006144443,-0.01073361,0.008474599,0.000598384,0.0070878,0.011829797,0.012059021,0.006736879,0.006073737,0.008933670694000001,0.0065129959424,0.005403182784999999,0.0068678271025
