2330,7828,7769,3044,1560,8422,2345,5439,2383,3227,3479,2882,6669,2059,3665,1580,6462,2211,6139,8044,3653,6285,1563,661,2360,6187,6451,3363,2454,2881,3231,1319,2382,1795,6472,881,757,926
1994-09-05,2025-05-08,2024-10-31,2002-08-26,2005-01-31,2011-10-05,1995-11-15,2000-06-26,1998-11-27,2006-05-04,2010-06-08,2001-12-31,2019-03-27,2008-06-25,2011-04-21,2007-12-10,2015-12-23,2021-04-12,2003-08-25,2005-01-24,2009-11-18,2003-09-22,2024-05-13,2016-06-01,1996-12-21,2002-09-27,2015-01-26,2011-02-25,2001-07-23,2001-12-19,2003-08-19,1994-12-12,1999-01-08,2019-12-16,2023-12-19,2007-12-13,2018-11-27,2023-05-26
