Seed, Validation Loss
5905, 0.000010
6800, 0.000010
8644, 0.000010
8506, 0.000010
4407, 0.000010
8361, 0.000010
6653, 0.000010
1377, 0.000010
6410, 0.000010
1139, 0.000010
2424, 0.000010
7172, 0.000010
985, 0.000010
3709, 0.000010
3744, 0.000010
6580, 0.000010
1875, 0.000010
5146, 0.000010
1866, 0.000010
5677, 0.000010
9525, 0.000010
6023, 0.000010
1752, 0.000010
984, 0.000010
4449, 0.000010
2374, 0.000010
901, 0.000010
4119, 0.000010
2718, 0.000010
8703, 0.000010
