Seed, Validation Loss
3007, 0.000044
7305, 0.000044
1509, 0.000044
9083, 0.000044
4744, 0.000044
4081, 0.000044
1083, 0.000044
9209, 0.000044
9702, 0.000044
4554, 0.000044
1117, 0.000044
9033, 0.000044
2048, 0.000044
4354, 0.000044
6498, 0.000044
9432, 0.000044
952, 0.000044
8019, 0.000044
4185, 0.000044
7705, 0.000044
4045, 0.000044
5672, 0.000044
2021, 0.000044
3947, 0.000044
6708, 0.000044
6232, 0.000044
334, 0.000044
8645, 0.000044
7126, 0.000044
6749, 0.000044
